Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,041034,1930,01,55.9,Y
IDCJAC0001,041034,1930,02,2.5,Y
IDCJAC0001,041034,1930,03,60.0,Y
IDCJAC0001,041034,1930,04,31.2,Y
IDCJAC0001,041034,1930,05,89.0,Y
IDCJAC0001,041034,1930,06,29.9,Y
IDCJAC0001,041034,1930,07,80.7,Y
IDCJAC0001,041034,1930,08,72.7,Y
IDCJAC0001,041034,1930,09,35.8,Y
IDCJAC0001,041034,1930,10,85.2,Y
IDCJAC0001,041034,1930,11,51.0,Y
IDCJAC0001,041034,1930,12,44.0,Y
IDCJAC0001,041034,1931,01,28.7,Y
IDCJAC0001,041034,1931,02,59.8,Y
IDCJAC0001,041034,1931,03,55.9,Y
IDCJAC0001,041034,1931,04,51.1,Y
IDCJAC0001,041034,1931,05,86.4,Y
IDCJAC0001,041034,1931,06,63.2,Y
IDCJAC0001,041034,1931,07,66.3,Y
IDCJAC0001,041034,1931,08,14.8,Y
IDCJAC0001,041034,1931,09,80.6,Y
IDCJAC0001,041034,1931,10,41.2,Y
IDCJAC0001,041034,1931,11,112.4,Y
IDCJAC0001,041034,1931,12,118.3,Y
IDCJAC0001,041034,1932,01,7.6,Y
IDCJAC0001,041034,1932,02,51.1,Y
IDCJAC0001,041034,1932,03,12.7,Y
IDCJAC0001,041034,1932,04,177.6,Y
IDCJAC0001,041034,1932,05,19.5,Y
IDCJAC0001,041034,1932,06,15.5,Y
IDCJAC0001,041034,1932,07,32.3,Y
IDCJAC0001,041034,1932,08,0.0,Y
IDCJAC0001,041034,1932,09,54.3,Y
IDCJAC0001,041034,1932,10,101.4,Y
IDCJAC0001,041034,1932,11,78.3,Y
IDCJAC0001,041034,1932,12,96.1,Y
IDCJAC0001,041034,1933,01,195.1,Y
IDCJAC0001,041034,1933,02,29.2,Y
IDCJAC0001,041034,1933,03,0.0,Y
IDCJAC0001,041034,1933,04,54.5,Y
IDCJAC0001,041034,1933,05,14.8,Y
IDCJAC0001,041034,1933,06,67.4,Y
IDCJAC0001,041034,1933,07,68.1,Y
IDCJAC0001,041034,1933,08,34.2,Y
IDCJAC0001,041034,1933,09,56.9,Y
IDCJAC0001,041034,1933,10,126.1,Y
IDCJAC0001,041034,1933,11,107.7,Y
IDCJAC0001,041034,1933,12,96.0,Y
IDCJAC0001,041034,1934,01,108.4,Y
IDCJAC0001,041034,1934,02,62.5,Y
IDCJAC0001,041034,1934,03,20.3,Y
IDCJAC0001,041034,1934,04,61.1,Y
IDCJAC0001,041034,1934,05,15.2,Y
IDCJAC0001,041034,1934,06,22.6,Y
IDCJAC0001,041034,1934,07,76.4,Y
IDCJAC0001,041034,1934,08,36.4,Y
IDCJAC0001,041034,1934,09,76.8,Y
IDCJAC0001,041034,1934,10,93.9,Y
IDCJAC0001,041034,1934,11,53.3,Y
IDCJAC0001,041034,1934,12,217.4,Y
IDCJAC0001,041034,1935,01,144.6,Y
IDCJAC0001,041034,1935,02,41.4,Y
IDCJAC0001,041034,1935,03,31.5,Y
IDCJAC0001,041034,1935,04,8.9,Y
IDCJAC0001,041034,1935,05,20.1,Y
IDCJAC0001,041034,1935,06,31.8,Y
IDCJAC0001,041034,1935,07,6.9,Y
IDCJAC0001,041034,1935,08,20.6,Y
IDCJAC0001,041034,1935,09,113.9,Y
IDCJAC0001,041034,1935,10,70.6,Y
IDCJAC0001,041034,1935,11,14.5,Y
IDCJAC0001,041034,1935,12,42.7,Y
IDCJAC0001,041034,1936,01,29.7,Y
IDCJAC0001,041034,1936,02,27.4,Y
IDCJAC0001,041034,1936,03,7.9,Y
IDCJAC0001,041034,1936,04,7.2,Y
IDCJAC0001,041034,1936,05,26.7,Y
IDCJAC0001,041034,1936,06,32.2,Y
IDCJAC0001,041034,1936,07,75.4,Y
IDCJAC0001,041034,1936,08,24.6,Y
IDCJAC0001,041034,1936,09,20.3,Y
IDCJAC0001,041034,1936,10,18.9,Y
IDCJAC0001,041034,1936,11,8.8,Y
IDCJAC0001,041034,1936,12,152.4,Y
IDCJAC0001,041034,1937,01,121.2,Y
IDCJAC0001,041034,1937,02,29.0,Y
IDCJAC0001,041034,1937,03,134.9,Y
IDCJAC0001,041034,1937,04,7.9,Y
IDCJAC0001,041034,1937,05,3.0,Y
IDCJAC0001,041034,1937,06,24.4,Y
IDCJAC0001,041034,1937,07,31.0,Y
IDCJAC0001,041034,1937,08,53.3,Y
IDCJAC0001,041034,1937,09,10.7,Y
IDCJAC0001,041034,1937,10,57.3,Y
IDCJAC0001,041034,1937,11,124.7,Y
IDCJAC0001,041034,1937,12,37.5,Y
IDCJAC0001,041034,1938,01,94.7,Y
IDCJAC0001,041034,1938,02,41.0,Y
IDCJAC0001,041034,1938,03,16.3,Y
IDCJAC0001,041034,1938,04,3.5,Y
IDCJAC0001,041034,1938,05,83.1,Y
IDCJAC0001,041034,1938,06,11.7,Y
IDCJAC0001,041034,1938,07,46.5,Y
IDCJAC0001,041034,1938,08,67.4,Y
IDCJAC0001,041034,1938,09,20.8,Y
IDCJAC0001,041034,1938,10,131.5,Y
IDCJAC0001,041034,1938,11,87.6,Y
IDCJAC0001,041034,1938,12,13.5,Y
IDCJAC0001,041034,1939,01,65.8,Y
IDCJAC0001,041034,1939,02,26.4,Y
IDCJAC0001,041034,1939,03,120.2,Y
IDCJAC0001,041034,1939,04,85.5,Y
IDCJAC0001,041034,1939,05,7.3,Y
IDCJAC0001,041034,1939,06,40.1,Y
IDCJAC0001,041034,1939,07,21.1,Y
IDCJAC0001,041034,1939,08,49.1,Y
IDCJAC0001,041034,1939,09,23.3,Y
IDCJAC0001,041034,1939,10,33.5,Y
IDCJAC0001,041034,1939,11,36.1,Y
IDCJAC0001,041034,1939,12,130.1,Y
IDCJAC0001,041034,1940,01,74.8,Y
IDCJAC0001,041034,1940,02,119.6,Y
IDCJAC0001,041034,1940,03,28.4,Y
IDCJAC0001,041034,1940,04,14.7,Y
IDCJAC0001,041034,1940,05,27.4,Y
IDCJAC0001,041034,1940,06,30.0,Y
IDCJAC0001,041034,1940,07,0.0,Y
IDCJAC0001,041034,1940,08,2.0,Y
IDCJAC0001,041034,1940,09,27.7,Y
IDCJAC0001,041034,1940,10,42.3,Y
IDCJAC0001,041034,1940,11,39.5,Y
IDCJAC0001,041034,1940,12,143.1,Y
IDCJAC0001,041034,1941,01,119.2,Y
IDCJAC0001,041034,1941,02,24.9,Y
IDCJAC0001,041034,1941,03,47.5,Y
IDCJAC0001,041034,1941,04,11.2,Y
IDCJAC0001,041034,1941,05,17.7,Y
IDCJAC0001,041034,1941,06,69.8,Y
IDCJAC0001,041034,1941,07,18.8,Y
IDCJAC0001,041034,1941,08,5.1,Y
IDCJAC0001,041034,1941,09,6.1,Y
IDCJAC0001,041034,1941,10,42.7,Y
IDCJAC0001,041034,1941,11,58.5,Y
IDCJAC0001,041034,1941,12,11.4,Y
IDCJAC0001,041034,1942,01,40.6,Y
IDCJAC0001,041034,1942,02,198.2,Y
IDCJAC0001,041034,1942,03,26.9,Y
IDCJAC0001,041034,1942,04,0.0,Y
IDCJAC0001,041034,1942,05,69.9,Y
IDCJAC0001,041034,1942,06,42.6,Y
IDCJAC0001,041034,1942,07,107.0,Y
IDCJAC0001,041034,1942,08,15.2,Y
IDCJAC0001,041034,1942,09,25.4,Y
IDCJAC0001,041034,1942,10,112.2,Y
IDCJAC0001,041034,1942,11,92.1,Y
IDCJAC0001,041034,1942,12,148.2,Y
IDCJAC0001,041034,1943,01,112.0,Y
IDCJAC0001,041034,1943,02,5.6,Y
IDCJAC0001,041034,1943,03,2.8,Y
IDCJAC0001,041034,1943,04,82.0,Y
IDCJAC0001,041034,1943,05,59.1,Y
IDCJAC0001,041034,1943,06,3.5,Y
IDCJAC0001,041034,1943,07,34.0,Y
IDCJAC0001,041034,1943,08,135.1,Y
IDCJAC0001,041034,1943,09,40.7,Y
IDCJAC0001,041034,1943,10,68.9,Y
IDCJAC0001,041034,1943,11,160.5,Y
IDCJAC0001,041034,1943,12,151.0,Y
IDCJAC0001,041034,1944,01,159.8,Y
IDCJAC0001,041034,1944,02,65.5,Y
IDCJAC0001,041034,1944,03,0.0,Y
IDCJAC0001,041034,1944,04,19.9,Y
IDCJAC0001,041034,1944,05,19.8,Y
IDCJAC0001,041034,1944,06,6.9,Y
IDCJAC0001,041034,1944,07,57.7,Y
IDCJAC0001,041034,1944,08,81.3,Y
IDCJAC0001,041034,1944,09,50.5,Y
IDCJAC0001,041034,1944,10,31.7,Y
IDCJAC0001,041034,1944,11,85.2,Y
IDCJAC0001,041034,1944,12,99.0,Y
IDCJAC0001,041034,1945,01,77.3,Y
IDCJAC0001,041034,1945,02,148.6,Y
IDCJAC0001,041034,1945,03,5.0,Y
IDCJAC0001,041034,1945,04,51.1,Y
IDCJAC0001,041034,1945,05,65.7,Y
IDCJAC0001,041034,1945,06,116.7,Y
IDCJAC0001,041034,1945,07,49.5,Y
IDCJAC0001,041034,1945,08,62.0,Y
IDCJAC0001,041034,1945,09,12.9,Y
IDCJAC0001,041034,1945,10,37.4,Y
IDCJAC0001,041034,1945,11,74.7,Y
IDCJAC0001,041034,1945,12,77.6,Y
IDCJAC0001,041034,1946,01,172.4,Y
IDCJAC0001,041034,1946,02,5.0,Y
IDCJAC0001,041034,1946,03,55.1,Y
IDCJAC0001,041034,1946,04,49.5,Y
IDCJAC0001,041034,1946,05,13.2,Y
IDCJAC0001,041034,1946,06,2.8,Y
IDCJAC0001,041034,1946,07,3.3,Y
IDCJAC0001,041034,1946,08,2.5,Y
IDCJAC0001,041034,1946,09,111.0,Y
IDCJAC0001,041034,1946,10,32.8,Y
IDCJAC0001,041034,1946,11,52.0,Y
IDCJAC0001,041034,1946,12,93.9,Y
IDCJAC0001,041034,1947,01,174.8,Y
IDCJAC0001,041034,1947,02,67.3,Y
IDCJAC0001,041034,1947,03,164.3,Y
IDCJAC0001,041034,1947,04,36.8,Y
IDCJAC0001,041034,1947,05,34.8,Y
IDCJAC0001,041034,1947,06,18.3,Y
IDCJAC0001,041034,1947,07,13.7,Y
IDCJAC0001,041034,1947,08,22.6,Y
IDCJAC0001,041034,1947,09,63.1,Y
IDCJAC0001,041034,1947,10,92.0,Y
IDCJAC0001,041034,1947,11,130.6,Y
IDCJAC0001,041034,1947,12,153.2,Y
IDCJAC0001,041034,1948,01,36.8,Y
IDCJAC0001,041034,1948,02,64.1,Y
IDCJAC0001,041034,1948,03,66.4,Y
IDCJAC0001,041034,1948,04,4.3,Y
IDCJAC0001,041034,1948,05,36.9,Y
IDCJAC0001,041034,1948,06,111.5,Y
IDCJAC0001,041034,1948,07,40.6,Y
IDCJAC0001,041034,1948,08,21.0,Y
IDCJAC0001,041034,1948,09,44.2,Y
IDCJAC0001,041034,1948,10,42.6,Y
IDCJAC0001,041034,1948,11,31.3,Y
IDCJAC0001,041034,1948,12,72.9,Y
IDCJAC0001,041034,1949,01,15.2,Y
IDCJAC0001,041034,1949,02,117.3,Y
IDCJAC0001,041034,1949,03,42.2,Y
IDCJAC0001,041034,1949,04,6.4,Y
IDCJAC0001,041034,1949,05,45.5,Y
IDCJAC0001,041034,1949,06,45.4,Y
IDCJAC0001,041034,1949,07,53.2,Y
IDCJAC0001,041034,1949,08,15.8,Y
IDCJAC0001,041034,1949,09,43.4,Y
IDCJAC0001,041034,1949,10,134.1,Y
IDCJAC0001,041034,1949,11,47.7,Y
IDCJAC0001,041034,1949,12,12.4,Y
IDCJAC0001,041034,1950,01,16.5,Y
IDCJAC0001,041034,1950,02,132.4,Y
IDCJAC0001,041034,1950,03,33.4,Y
IDCJAC0001,041034,1950,04,53.9,Y
IDCJAC0001,041034,1950,05,26.5,Y
IDCJAC0001,041034,1950,06,177.6,Y
IDCJAC0001,041034,1950,07,85.7,Y
IDCJAC0001,041034,1950,08,28.9,Y
IDCJAC0001,041034,1950,09,100.3,Y
IDCJAC0001,041034,1950,10,25.7,Y
IDCJAC0001,041034,1950,11,94.7,Y
IDCJAC0001,041034,1950,12,34.6,Y
IDCJAC0001,041034,1951,01,311.6,Y
IDCJAC0001,041034,1951,02,27.7,Y
IDCJAC0001,041034,1951,03,57.2,Y
IDCJAC0001,041034,1951,04,25.4,Y
IDCJAC0001,041034,1951,05,23.8,Y
IDCJAC0001,041034,1951,06,72.4,Y
IDCJAC0001,041034,1951,07,13.5,Y
IDCJAC0001,041034,1951,08,27.0,Y
IDCJAC0001,041034,1951,09,32.2,Y
IDCJAC0001,041034,1951,10,26.7,Y
IDCJAC0001,041034,1951,11,81.3,Y
IDCJAC0001,041034,1951,12,62.7,Y
IDCJAC0001,041034,1952,01,9.2,Y
IDCJAC0001,041034,1952,02,58.6,Y
IDCJAC0001,041034,1952,03,102.4,Y
IDCJAC0001,041034,1952,04,58.7,Y
IDCJAC0001,041034,1952,05,108.9,Y
IDCJAC0001,041034,1952,06,63.0,Y
IDCJAC0001,041034,1952,07,25.9,Y
IDCJAC0001,041034,1952,08,53.4,Y
IDCJAC0001,041034,1952,09,35.3,Y
IDCJAC0001,041034,1952,10,223.3,Y
IDCJAC0001,041034,1952,11,21.7,Y
IDCJAC0001,041034,1952,12,28.6,Y
IDCJAC0001,041034,1953,01,41.4,Y
IDCJAC0001,041034,1953,02,136.7,Y
IDCJAC0001,041034,1953,03,31.7,Y
IDCJAC0001,041034,1953,04,19.3,Y
IDCJAC0001,041034,1953,05,21.3,Y
IDCJAC0001,041034,1953,06,0.0,Y
IDCJAC0001,041034,1953,07,10.7,Y
IDCJAC0001,041034,1953,08,61.4,Y
IDCJAC0001,041034,1953,09,0.0,Y
IDCJAC0001,041034,1953,10,35.3,Y
IDCJAC0001,041034,1953,11,52.9,Y
IDCJAC0001,041034,1953,12,12.0,Y
IDCJAC0001,041034,1954,01,57.0,Y
IDCJAC0001,041034,1954,02,215.8,Y
IDCJAC0001,041034,1954,03,15.7,Y
IDCJAC0001,041034,1954,04,13.2,Y
IDCJAC0001,041034,1954,05,10.7,Y
IDCJAC0001,041034,1954,06,32.0,Y
IDCJAC0001,041034,1954,07,27.2,Y
IDCJAC0001,041034,1954,08,63.9,Y
IDCJAC0001,041034,1954,09,56.3,Y
IDCJAC0001,041034,1954,10,194.8,Y
IDCJAC0001,041034,1954,11,143.9,Y
IDCJAC0001,041034,1954,12,25.4,Y
IDCJAC0001,041034,1955,01,70.1,Y
IDCJAC0001,041034,1955,02,136.4,Y
IDCJAC0001,041034,1955,03,16.3,Y
IDCJAC0001,041034,1955,04,95.1,Y
IDCJAC0001,041034,1955,05,78.8,Y
IDCJAC0001,041034,1955,06,21.3,Y
IDCJAC0001,041034,1955,07,40.4,Y
IDCJAC0001,041034,1955,08,41.7,Y
IDCJAC0001,041034,1955,09,25.6,Y
IDCJAC0001,041034,1955,10,114.1,Y
IDCJAC0001,041034,1955,11,18.9,Y
IDCJAC0001,041034,1955,12,45.6,Y
IDCJAC0001,041034,1956,01,348.5,Y
IDCJAC0001,041034,1956,02,184.0,Y
IDCJAC0001,041034,1956,03,13.2,Y
IDCJAC0001,041034,1956,04,141.2,Y
IDCJAC0001,041034,1956,05,39.5,Y
IDCJAC0001,041034,1956,06,88.4,Y
IDCJAC0001,041034,1956,07,49.1,Y
IDCJAC0001,041034,1956,08,2.5,Y
IDCJAC0001,041034,1956,09,37.9,Y
IDCJAC0001,041034,1956,10,35.4,Y
IDCJAC0001,041034,1956,11,78.3,Y
IDCJAC0001,041034,1956,12,146.8,Y
IDCJAC0001,041034,1957,01,90.2,Y
IDCJAC0001,041034,1957,02,49.9,Y
IDCJAC0001,041034,1957,03,40.7,Y
IDCJAC0001,041034,1957,04,15.0,Y
IDCJAC0001,041034,1957,05,3.0,Y
IDCJAC0001,041034,1957,06,53.5,Y
IDCJAC0001,041034,1957,07,47.5,Y
IDCJAC0001,041034,1957,08,8.1,Y
IDCJAC0001,041034,1957,09,17.6,Y
IDCJAC0001,041034,1957,10,37.6,Y
IDCJAC0001,041034,1957,11,13.5,Y
IDCJAC0001,041034,1957,12,23.9,Y
IDCJAC0001,041034,1958,01,61.1,Y
IDCJAC0001,041034,1958,02,53.3,Y
IDCJAC0001,041034,1958,03,74.9,Y
IDCJAC0001,041034,1958,04,40.6,Y
IDCJAC0001,041034,1958,05,13.8,Y
IDCJAC0001,041034,1958,06,49.8,Y
IDCJAC0001,041034,1958,07,6.4,Y
IDCJAC0001,041034,1958,08,39.3,Y
IDCJAC0001,041034,1958,09,77.2,Y
IDCJAC0001,041034,1958,10,53.9,Y
IDCJAC0001,041034,1958,11,38.4,Y
IDCJAC0001,041034,1958,12,112.4,Y
IDCJAC0001,041034,1959,01,79.4,Y
IDCJAC0001,041034,1959,02,88.2,Y
IDCJAC0001,041034,1959,03,68.9,Y
IDCJAC0001,041034,1959,04,33.3,Y
IDCJAC0001,041034,1959,05,61.8,Y
IDCJAC0001,041034,1959,06,9.7,Y
IDCJAC0001,041034,1959,07,53.1,Y
IDCJAC0001,041034,1959,08,0.0,Y
IDCJAC0001,041034,1959,09,23.8,Y
IDCJAC0001,041034,1959,10,86.9,Y
IDCJAC0001,041034,1959,11,128.0,Y
IDCJAC0001,041034,1959,12,114.8,Y
IDCJAC0001,041034,1960,01,26.7,Y
IDCJAC0001,041034,1960,02,39.1,Y
IDCJAC0001,041034,1960,03,40.3,Y
IDCJAC0001,041034,1960,04,17.3,Y
IDCJAC0001,041034,1960,05,47.1,Y
IDCJAC0001,041034,1960,06,67.1,Y
IDCJAC0001,041034,1960,07,53.7,Y
IDCJAC0001,041034,1960,08,32.2,Y
IDCJAC0001,041034,1960,09,21.9,Y
IDCJAC0001,041034,1960,10,33.1,Y
IDCJAC0001,041034,1960,11,28.9,Y
IDCJAC0001,041034,1960,12,51.9,Y
IDCJAC0001,041034,1961,01,37.4,Y
IDCJAC0001,041034,1961,02,118.9,Y
IDCJAC0001,041034,1961,03,69.0,Y
IDCJAC0001,041034,1961,04,16.0,Y
IDCJAC0001,041034,1961,05,19.1,Y
IDCJAC0001,041034,1961,06,51.1,Y
IDCJAC0001,041034,1961,07,71.0,Y
IDCJAC0001,041034,1961,08,49.8,Y
IDCJAC0001,041034,1961,09,15.7,Y
IDCJAC0001,041034,1961,10,42.7,Y
IDCJAC0001,041034,1961,11,97.5,Y
IDCJAC0001,041034,1961,12,102.7,Y
IDCJAC0001,041034,1962,01,148.4,Y
IDCJAC0001,041034,1962,02,20.3,Y
IDCJAC0001,041034,1962,03,189.1,Y
IDCJAC0001,041034,1962,04,52.1,Y
IDCJAC0001,041034,1962,05,16.1,Y
IDCJAC0001,041034,1962,06,10.9,Y
IDCJAC0001,041034,1962,07,35.1,Y
IDCJAC0001,041034,1962,08,36.8,Y
IDCJAC0001,041034,1962,09,55.1,Y
IDCJAC0001,041034,1962,10,44.4,Y
IDCJAC0001,041034,1962,11,42.0,Y
IDCJAC0001,041034,1962,12,76.2,Y
IDCJAC0001,041034,1963,01,12.8,Y
IDCJAC0001,041034,1963,02,50.6,Y
IDCJAC0001,041034,1963,03,128.6,Y
IDCJAC0001,041034,1963,04,15.8,Y
IDCJAC0001,041034,1963,05,74.4,Y
IDCJAC0001,041034,1963,06,26.4,Y
IDCJAC0001,041034,1963,07,3.8,Y
IDCJAC0001,041034,1963,08,46.5,Y
IDCJAC0001,041034,1963,09,3.6,Y
IDCJAC0001,041034,1963,10,28.2,Y
IDCJAC0001,041034,1963,11,160.8,Y
IDCJAC0001,041034,1963,12,87.9,Y
IDCJAC0001,041034,1964,01,37.4,Y
IDCJAC0001,041034,1964,02,85.1,Y
IDCJAC0001,041034,1964,03,56.4,Y
IDCJAC0001,041034,1964,04,72.7,Y
IDCJAC0001,041034,1964,05,48.0,Y
IDCJAC0001,041034,1964,06,26.1,Y
IDCJAC0001,041034,1964,07,35.1,Y
IDCJAC0001,041034,1964,08,8.1,Y
IDCJAC0001,041034,1964,09,44.5,Y
IDCJAC0001,041034,1964,10,74.0,Y
IDCJAC0001,041034,1964,11,37.4,Y
IDCJAC0001,041034,1964,12,86.2,Y
IDCJAC0001,041034,1965,01,39.3,Y
IDCJAC0001,041034,1965,02,13.0,Y
IDCJAC0001,041034,1965,03,0.0,Y
IDCJAC0001,041034,1965,04,41.9,Y
IDCJAC0001,041034,1965,05,5.1,Y
IDCJAC0001,041034,1965,06,42.3,Y
IDCJAC0001,041034,1965,07,101.3,Y
IDCJAC0001,041034,1965,08,23.9,Y
IDCJAC0001,041034,1965,09,48.3,Y
IDCJAC0001,041034,1965,10,27.9,Y
IDCJAC0001,041034,1965,11,34.9,Y
IDCJAC0001,041034,1965,12,250.7,Y
IDCJAC0001,041034,1966,01,43.2,Y
IDCJAC0001,041034,1966,02,73.6,Y
IDCJAC0001,041034,1966,03,52.8,Y
IDCJAC0001,041034,1966,04,41.2,Y
IDCJAC0001,041034,1966,05,2.8,Y
IDCJAC0001,041034,1966,06,51.6,Y
IDCJAC0001,041034,1966,07,2.8,Y
IDCJAC0001,041034,1966,08,137.7,Y
IDCJAC0001,041034,1966,09,32.1,Y
IDCJAC0001,041034,1966,10,48.5,Y
IDCJAC0001,041034,1966,11,32.8,Y
IDCJAC0001,041034,1966,12,55.2,Y
IDCJAC0001,041034,1967,01,43.0,Y
IDCJAC0001,041034,1967,02,38.8,Y
IDCJAC0001,041034,1967,03,86.6,Y
IDCJAC0001,041034,1967,04,12.2,Y
IDCJAC0001,041034,1967,05,43.2,Y
IDCJAC0001,041034,1967,06,92.7,Y
IDCJAC0001,041034,1967,07,29.3,Y
IDCJAC0001,041034,1967,08,27.9,Y
IDCJAC0001,041034,1967,09,9.6,Y
IDCJAC0001,041034,1967,10,45.5,Y
IDCJAC0001,041034,1967,11,24.6,Y
IDCJAC0001,041034,1967,12,38.5,Y
IDCJAC0001,041034,1968,01,64.6,Y
IDCJAC0001,041034,1968,02,64.0,Y
IDCJAC0001,041034,1968,03,74.7,Y
IDCJAC0001,041034,1968,04,99.1,Y
IDCJAC0001,041034,1968,05,47.9,Y
IDCJAC0001,041034,1968,06,27.2,Y
IDCJAC0001,041034,1968,07,106.8,Y
IDCJAC0001,041034,1968,08,84.2,Y
IDCJAC0001,041034,1968,09,24.6,Y
IDCJAC0001,041034,1968,10,49.7,Y
IDCJAC0001,041034,1968,11,43.2,Y
IDCJAC0001,041034,1968,12,98.1,Y
IDCJAC0001,041034,1969,01,97.7,Y
IDCJAC0001,041034,1969,02,19.8,Y
IDCJAC0001,041034,1969,03,18.5,Y
IDCJAC0001,041034,1969,04,9.1,Y
IDCJAC0001,041034,1969,05,48.6,Y
IDCJAC0001,041034,1969,06,33.1,Y
IDCJAC0001,041034,1969,07,17.8,Y
IDCJAC0001,041034,1969,08,36.2,Y
IDCJAC0001,041034,1969,09,64.3,Y
IDCJAC0001,041034,1969,10,99.3,Y
IDCJAC0001,041034,1969,11,88.6,Y
IDCJAC0001,041034,1969,12,39.7,Y
IDCJAC0001,041034,1970,01,72.2,Y
IDCJAC0001,041034,1970,02,88.7,Y
IDCJAC0001,041034,1970,03,62.2,Y
IDCJAC0001,041034,1970,04,41.7,Y
IDCJAC0001,041034,1970,05,16.4,Y
IDCJAC0001,041034,1970,06,8.2,Y
IDCJAC0001,041034,1970,07,0.5,Y
IDCJAC0001,041034,1970,08,21.6,Y
IDCJAC0001,041034,1970,09,88.4,Y
IDCJAC0001,041034,1970,10,68.9,Y
IDCJAC0001,041034,1970,11,51.4,Y
IDCJAC0001,041034,1970,12,216.0,Y
IDCJAC0001,041034,1971,01,167.7,Y
IDCJAC0001,041034,1971,02,137.0,Y
IDCJAC0001,041034,1971,03,1.5,Y
IDCJAC0001,041034,1971,04,15.6,Y
IDCJAC0001,041034,1971,05,14.3,Y
IDCJAC0001,041034,1971,06,25.2,Y
IDCJAC0001,041034,1971,07,46.3,Y
IDCJAC0001,041034,1971,08,81.3,Y
IDCJAC0001,041034,1971,09,64.7,Y
IDCJAC0001,041034,1971,10,63.5,Y
IDCJAC0001,041034,1971,11,77.5,Y
IDCJAC0001,041034,1971,12,111.1,Y
IDCJAC0001,041034,1972,01,159.8,Y
IDCJAC0001,041034,1972,02,64.5,Y
IDCJAC0001,041034,1972,03,44.5,Y
IDCJAC0001,041034,1972,04,15.5,Y
IDCJAC0001,041034,1972,05,22.4,Y
IDCJAC0001,041034,1972,06,2.6,Y
IDCJAC0001,041034,1972,07,0.0,Y
IDCJAC0001,041034,1972,08,89.9,Y
IDCJAC0001,041034,1972,09,29.2,Y
IDCJAC0001,041034,1972,10,185.3,Y
IDCJAC0001,041034,1972,11,34.3,Y
IDCJAC0001,041034,1972,12,94.7,Y
IDCJAC0001,041034,1973,01,54.4,Y
IDCJAC0001,041034,1973,02,147.6,Y
IDCJAC0001,041034,1973,03,29.2,Y
IDCJAC0001,041034,1973,04,0.0,Y
IDCJAC0001,041034,1973,05,16.8,Y
IDCJAC0001,041034,1973,06,32.3,Y
IDCJAC0001,041034,1973,07,86.0,Y
IDCJAC0001,041034,1973,08,47.6,Y
IDCJAC0001,041034,1973,09,54.4,Y
IDCJAC0001,041034,1973,10,54.2,Y
IDCJAC0001,041034,1973,11,125.1,Y
IDCJAC0001,041034,1973,12,50.5,Y
IDCJAC0001,041034,1974,01,100.8,Y
IDCJAC0001,041034,1974,02,2.2,Y
IDCJAC0001,041034,1974,03,27.5,Y
IDCJAC0001,041034,1974,04,30.8,Y
IDCJAC0001,041034,1974,05,42.0,Y
IDCJAC0001,041034,1974,06,52.2,Y
IDCJAC0001,041034,1974,07,23.7,Y
IDCJAC0001,041034,1974,08,48.3,Y
IDCJAC0001,041034,1974,09,42.1,Y
IDCJAC0001,041034,1974,10,109.6,Y
IDCJAC0001,041034,1974,11,203.4,Y
IDCJAC0001,041034,1974,12,80.8,Y
IDCJAC0001,041034,1975,01,112.7,Y
IDCJAC0001,041034,1975,02,122.0,Y
IDCJAC0001,041034,1975,03,178.2,Y
IDCJAC0001,041034,1975,04,23.0,Y
IDCJAC0001,041034,1975,05,5.0,Y
IDCJAC0001,041034,1975,06,46.7,Y
IDCJAC0001,041034,1975,07,60.7,Y
IDCJAC0001,041034,1975,08,33.5,Y
IDCJAC0001,041034,1975,09,51.6,Y
IDCJAC0001,041034,1975,10,158.7,Y
IDCJAC0001,041034,1975,11,95.6,Y
IDCJAC0001,041034,1975,12,136.8,Y
IDCJAC0001,041034,1976,01,62.2,Y
IDCJAC0001,041034,1976,02,269.6,Y
IDCJAC0001,041034,1976,03,56.4,Y
IDCJAC0001,041034,1976,04,1.2,Y
IDCJAC0001,041034,1976,05,61.2,Y
IDCJAC0001,041034,1976,06,49.6,Y
IDCJAC0001,041034,1976,07,41.1,Y
IDCJAC0001,041034,1976,08,29.4,Y
IDCJAC0001,041034,1976,09,71.2,Y
IDCJAC0001,041034,1976,10,74.4,Y
IDCJAC0001,041034,1976,11,95.9,Y
IDCJAC0001,041034,1976,12,56.0,Y
IDCJAC0001,041034,1977,01,61.4,Y
IDCJAC0001,041034,1977,02,39.2,Y
IDCJAC0001,041034,1977,03,107.7,Y
IDCJAC0001,041034,1977,04,22.0,Y
IDCJAC0001,041034,1977,05,78.4,Y
IDCJAC0001,041034,1977,06,10.4,Y
IDCJAC0001,041034,1977,07,5.8,Y
IDCJAC0001,041034,1977,08,7.8,Y
IDCJAC0001,041034,1977,09,10.2,Y
IDCJAC0001,041034,1977,10,44.4,Y
IDCJAC0001,041034,1977,11,50.7,Y
IDCJAC0001,041034,1977,12,27.2,Y
IDCJAC0001,041034,1978,01,124.3,Y
IDCJAC0001,041034,1978,02,11.8,Y
IDCJAC0001,041034,1978,03,77.8,Y
IDCJAC0001,041034,1978,04,52.6,Y
IDCJAC0001,041034,1978,05,71.3,Y
