Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,041100,2018,08,3.6,Y
IDCJAC0004,041100,2018,09,10.0,Y
IDCJAC0004,041100,2018,10,13.9,Y
IDCJAC0004,041100,2018,11,15.7,Y
IDCJAC0004,041100,2018,12,18.7,Y
IDCJAC0004,041100,2019,01,21.6,Y
IDCJAC0004,041100,2019,02,19.0,Y
IDCJAC0004,041100,2019,03,19.1,Y
IDCJAC0004,041100,2019,04,13.6,Y
IDCJAC0004,041100,2019,05,8.8,Y
IDCJAC0004,041100,2019,06,5.5,Y
IDCJAC0004,041100,2019,07,3.8,Y
IDCJAC0004,041100,2019,08,5.5,Y
IDCJAC0004,041100,2019,09,7.7,Y
IDCJAC0004,041100,2019,10,13.1,Y
IDCJAC0004,041100,2019,11,16.1,Y
IDCJAC0004,041100,2019,12,19.1,Y
IDCJAC0004,041100,2020,01,22.5,Y
IDCJAC0004,041100,2020,02,20.5,Y
IDCJAC0004,041100,2020,03,16.7,Y
IDCJAC0004,041100,2020,04,12.4,Y
IDCJAC0004,041100,2020,05,8.0,Y
IDCJAC0004,041100,2020,06,5.4,Y
IDCJAC0004,041100,2020,07,5.4,Y
IDCJAC0004,041100,2020,08,5.2,Y
IDCJAC0004,041100,2020,09,9.1,Y
IDCJAC0004,041100,2020,10,13.1,Y
IDCJAC0004,041100,2020,11,16.0,Y
IDCJAC0004,041100,2020,12,19.7,Y
IDCJAC0004,041100,2021,01,18.3,Y
IDCJAC0004,041100,2021,02,18.7,Y
IDCJAC0004,041100,2021,03,17.6,Y
IDCJAC0004,041100,2021,04,10.7,Y
IDCJAC0004,041100,2021,05,7.8,Y
IDCJAC0004,041100,2021,06,6.3,Y
IDCJAC0004,041100,2021,07,5.4,Y
IDCJAC0004,041100,2021,08,6.1,Y
IDCJAC0004,041100,2021,09,7.5,Y
IDCJAC0004,041100,2021,10,12.6,Y
IDCJAC0004,041100,2021,11,15.7,Y
IDCJAC0004,041100,2021,12,17.3,Y
IDCJAC0004,041100,2022,01,18.5,Y
IDCJAC0004,041100,2022,02,17.1,Y
IDCJAC0004,041100,2022,03,16.3,Y
IDCJAC0004,041100,2022,04,13.1,Y
IDCJAC0004,041100,2022,05,11.8,Y
IDCJAC0004,041100,2022,06,3.2,Y
IDCJAC0004,041100,2022,07,4.1,Y
IDCJAC0004,041100,2022,08,5.6,Y
IDCJAC0004,041100,2022,09,8.8,Y
IDCJAC0004,041100,2022,10,12.5,Y
IDCJAC0004,041100,2022,11,12.0,Y
IDCJAC0004,041100,2022,12,14.4,Y
IDCJAC0004,041100,2023,01,18.2,Y
IDCJAC0004,041100,2023,02,17.6,Y
IDCJAC0004,041100,2023,03,18.1,Y
IDCJAC0004,041100,2023,04,11.1,Y
IDCJAC0004,041100,2023,05,4.8,Y
IDCJAC0004,041100,2023,06,4.8,Y
IDCJAC0004,041100,2023,07,4.1,Y
IDCJAC0004,041100,2023,08,6.1,Y
IDCJAC0004,041100,2023,09,8.4,Y
IDCJAC0004,041100,2023,10,12.0,Y
IDCJAC0004,041100,2023,11,16.7,Y
IDCJAC0004,041100,2023,12,19.1,Y
IDCJAC0004,041100,2024,01,21.0,Y
IDCJAC0004,041100,2024,02,20.4,Y
IDCJAC0004,041100,2024,03,17.7,Y
IDCJAC0004,041100,2024,04,13.2,Y
