Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,041100,2018,10,28.6,Y
IDCJAC0002,041100,2018,11,31.6,Y
IDCJAC0002,041100,2018,12,34.3,Y
IDCJAC0002,041100,2019,01,37.1,Y
IDCJAC0002,041100,2019,02,35.4,Y
IDCJAC0002,041100,2019,03,33.4,Y
IDCJAC0002,041100,2019,04,28.7,Y
IDCJAC0002,041100,2019,05,23.2,Y
IDCJAC0002,041100,2019,06,20.2,Y
IDCJAC0002,041100,2019,07,21.2,Y
IDCJAC0002,041100,2019,08,22.2,Y
IDCJAC0002,041100,2019,09,27.2,Y
IDCJAC0002,041100,2019,10,30.6,Y
IDCJAC0002,041100,2019,11,33.5,Y
IDCJAC0002,041100,2019,12,36.4,Y
IDCJAC0002,041100,2020,01,36.1,Y
IDCJAC0002,041100,2020,02,31.2,Y
IDCJAC0002,041100,2020,03,30.2,Y
IDCJAC0002,041100,2020,04,27.1,Y
IDCJAC0002,041100,2020,05,21.5,Y
IDCJAC0002,041100,2020,06,20.4,Y
IDCJAC0002,041100,2020,07,19.2,Y
IDCJAC0002,041100,2020,08,20.6,Y
IDCJAC0002,041100,2020,09,26.0,Y
IDCJAC0002,041100,2020,10,29.0,Y
IDCJAC0002,041100,2020,11,34.3,Y
IDCJAC0002,041100,2020,12,32.3,Y
IDCJAC0002,041100,2021,01,32.3,Y
IDCJAC0002,041100,2021,02,33.6,Y
IDCJAC0002,041100,2021,03,29.3,Y
IDCJAC0002,041100,2021,04,24.7,Y
IDCJAC0002,041100,2021,05,21.5,Y
IDCJAC0002,041100,2021,06,18.3,Y
IDCJAC0002,041100,2021,07,17.6,Y
IDCJAC0002,041100,2021,08,21.1,Y
IDCJAC0002,041100,2021,09,23.9,Y
IDCJAC0002,041100,2021,10,27.6,Y
IDCJAC0002,041100,2021,11,27.4,Y
IDCJAC0002,041100,2021,12,31.1,Y
IDCJAC0002,041100,2022,01,32.5,Y
IDCJAC0002,041100,2022,02,31.1,Y
IDCJAC0002,041100,2022,03,29.6,Y
IDCJAC0002,041100,2022,04,26.7,Y
IDCJAC0002,041100,2022,05,22.3,Y
IDCJAC0002,041100,2022,06,17.8,Y
IDCJAC0002,041100,2022,07,17.6,Y
IDCJAC0002,041100,2022,08,20.2,Y
IDCJAC0002,041100,2022,09,22.6,Y
IDCJAC0002,041100,2022,10,25.2,Y
IDCJAC0002,041100,2022,11,27.7,Y
IDCJAC0002,041100,2022,12,30.8,Y
IDCJAC0002,041100,2023,01,34.7,Y
IDCJAC0002,041100,2023,02,34.6,Y
IDCJAC0002,041100,2023,03,31.7,Y
IDCJAC0002,041100,2023,04,25.5,Y
IDCJAC0002,041100,2023,05,21.6,Y
IDCJAC0002,041100,2023,06,20.4,Y
IDCJAC0002,041100,2023,07,20.6,Y
IDCJAC0002,041100,2023,08,24.2,Y
IDCJAC0002,041100,2023,09,27.6,Y
IDCJAC0002,041100,2023,10,30.7,Y
IDCJAC0002,041100,2023,11,30.8,Y
IDCJAC0002,041100,2023,12,35.6,Y
IDCJAC0002,041100,2024,01,34.5,Y
IDCJAC0002,041100,2024,02,34.6,Y
IDCJAC0002,041100,2024,03,31.2,Y
IDCJAC0002,041100,2024,04,26.2,Y
